instance,algorithm,runs,mean,std,min,max,median,known_optimum,gap_percent
berlin52,SBA,3,8918.0,63.02380502635492,8854.0,8980.0,8920.0,7542.0,18.24449748077433
berlin52,EA,3,8897.0,251.21902794175443,8611.0,9082.0,8998.0,7542.0,17.96605674887298
berlin52,ICA,3,8755.0,528.0066287462687,8181.0,9220.0,8864.0,7542.0,16.083267037920976
