instance,algorithm,runs,mean,std,min,max,median,known_optimum,gap_percent
berlin52,SBA,30,7931.1,115.24886116573995,7732.0,8108.0,7976.5,7542.0,5.159108989657921
berlin52,EA,30,8017.166666666667,201.09151859433234,7542.0,8660.0,8004.5,7542.0,6.300274021037748
berlin52,ICA,30,8047.066666666667,193.89793499519868,7547.0,8437.0,8051.0,7542.0,6.696720586935383
eil51,SBA,30,435.3,4.411192660682049,430.0,447.0,433.5,426.0,2.1830985915492986
eil51,EA,30,449.06666666666666,7.767897391511906,431.0,466.0,448.5,426.0,5.414710485133019
eil51,ICA,30,447.8,8.984277454492952,432.0,467.0,448.0,426.0,5.117370892018782
kroA100,SBA,30,22441.933333333334,366.41327085337844,21916.0,23343.0,22364.0,21282.0,5.45030228988504
kroA100,EA,30,22388.933333333334,469.83466889104085,21611.0,23318.0,22387.0,21282.0,5.2012655452181855
kroA100,ICA,30,24160.8,421.4308467835378,23126.0,24853.0,24142.5,21282.0,13.526924161263036
